timestamp,x,y,z,qx,qy,qz,qw,velocity_x,velocity_y,velocity_z,speed,roll,pitch,yaw
0.0,-0.07106133,-0.01444446,0.3290621,-0.07430420114995671,-0.04201848065029208,-0.016920700261870425,0.9962063154176226,-4.272276,-0.8749738,19.7447,20.22056,-2.3150282991308546,-8.431255415584388,-5.001099084014163
5000000.0,-0.07096701,-0.01434212,0.3290959,-0.07525890192796231,-0.04209759553001099,-0.016869708184497335,0.9961321714897873,-3.1982414875,-0.6507095225,14.80899478525,15.1735617175,-2.3149961781879225,-8.540894573338543,-5.0127681683622525
10000000.0,-0.07087269,-0.01423978,0.3291297,-0.07621353303050477,-0.0421766714353443,-0.016818700488975418,0.9960571053325735,-2.124206975,-0.42644524500000003,9.8732895705,10.126563435,-2.3149866344237964,-8.65053373528935,-5.024440566344367
15000000.0,-0.07077837000000001,-0.01413744,0.32916350000000005,-0.0771680935737769,-0.042255708293082735,-0.016767677222528143,0.9959811170154783,-1.0501724625,-0.20218096750000003,4.937584355750001,5.079565152499999,-2.314999687369015,-8.760172896887065,-5.036116366356952
20000000.0,-0.07068405,-0.0140351,0.3291973,-0.07812258267403674,-0.04233470603005315,-0.016716638432393367,0.9959042066088525,0.02386205,0.02208331,0.001879141,0.03256687,-2.3150353569900317,-8.869812053577922,-5.04779565693675
25000000.0,-0.0705019675,-0.01393019,0.329286375,-0.0793684521828058,-0.04239010843547378,-0.01669526616688694,0.9958036933013209,0.0263456825,0.0230293525,0.00450917075,0.035507449999999996,-2.3199138205626455,-9.012814765009027,-5.057942042661386
30000000.0,-0.070319885,-0.013825279999999999,0.32937545,-0.08061419741486837,-0.04244544446561661,-0.016673867759599545,0.9957016207444921,0.028829315,0.023975395,0.007139200500000001,0.038448029999999994,-2.3248198821284234,-9.155816620087695,-5.068104811413848
35000000.0,-0.0701378025,-0.013720369999999999,0.329464525,-0.08185981641961174,-0.04250071403383535,-0.01665244324403723,0.9955979890981931,0.0313129475,0.0249214375,0.00976923025,0.04138861,-2.329753635741252,-9.298817612923482,-5.078284109411079
40000000.0,-0.06995572,-0.01361546,0.3295536,-0.08310530724662078,-0.04255591705358783,-0.016630992653746932,0.9954927985246925,0.03379658,0.02586748,0.01239926,0.04432919,-2.3347151764421614,-9.441817737591553,-5.088480083566488
45000000.0,-0.06992519999999999,-0.0135741975,0.329578125,-0.08417687487579208,-0.0425983419157975,-0.01660044687162536,0.9954014567830571,0.026985967,0.0219188475,0.010440978,0.0364608325,-2.337561663927667,-9.564933750333235,-5.09656816675636
50000000.0,-0.06989468,-0.013532935,0.32960265,-0.0845188860136196,-0.042587380055264634,-0.016531821563553754,0.9953740863830223,0.020175354,0.017970215,0.008482696,0.028592475,-2.331423675151111,-9.604589362673273,-5.0957419523472725
55000000.0,-0.06986416000000001,-0.0134916725,0.329627175,-0.08486088679362788,-0.042576412975633325,-0.01646319422950158,0.9953465939995421,0.013364741,0.014021582500000001,0.006524413999999999,0.0207241175,-2.3252843858988737,-9.644244887501316,-5.094911331835354
60000000.0,-0.06983364,-0.01345041,0.3296517,-0.08520287717390458,-0.042565440678247614,-0.01639456487787916,0.995318979635986,0.006554128,0.01007295,0.004566132,0.01285576,-2.319143789832949,-9.683900324343332,-5.094076302882822
65000000.0,-0.069776,-0.013428156666666666,0.32966873333333335,-0.08566169393708989,-0.04257534121253211,-0.016349594779693437,0.9952799130209574,0.007346510333333334,0.005197304000000001,0.005369693666666666,0.012641850000000001,-2.3165990388717423,-9.736806039361879,-5.096267882438394
70000000.0,-0.06971836,-0.013405903333333333,0.32968576666666666,-0.08613932214498646,-0.04258859712964615,-0.016308434514142742,0.9952387972434701,0.008138892666666668,0.0003216580000000007,0.006173255333333333,0.01242794,-2.314636080976484,-9.791847400141592,-5.098946296230267
75000000.0,-0.06966072,-0.01338365,0.3297028,-0.08661693039534107,-0.042601843179446486,-0.016267270470105556,0.9951974508800026,0.008931275,-0.004553988,0.006976817,0.01221403,-2.3126754081764354,-9.846888851269744,-5.101623241476254
80000000.0,-0.06960123,-0.01338731,0.3297295666666667,-0.0867680828932741,-0.042613913022726345,-0.016239450000728694,0.9951842213739079,0.009592343333333335,-0.001092652,0.004663776749999999,0.01226736,-2.310421605905457,-9.8643662093775,-5.103236406706316
85000000.0,-0.06954173999999999,-0.01339097,0.3297563333333333,-0.08677866415374359,-0.042625479111710156,-0.01621737652318605,0.9951831633809397,0.010253411666666667,0.0023686840000000002,0.0023507364999999997,0.01232069,-2.3080409527268033,-9.865667914299488,-5.104391859830361
90000000.0,-0.06948225,-0.01339463,0.3297831,-0.08678924535050929,-0.04263704516940281,-0.0161953030337383,0.9951821046574124,0.01091448,0.00583002,3.769625e-05,0.01237402,-2.305660316786552,-9.866969666519681,-5.105547262620907
95000000.0,-0.06943896333333333,-0.013344126666666666,0.32977503333333336,-0.08691979354908723,-0.04264320202186441,-0.016206522234013677,0.9951702645516419,0.010518191333333335,0.007952536666666666,0.0035186075,0.014513953333333333,-2.3077526004128743,-9.881894226898384,-5.106796739122274
100000000.0,-0.06939567666666667,-0.013293623333333334,0.32976696666666666,-0.08722297136515209,-0.04264157204077029,-0.016265649340862793,0.9951428431394388,0.010121902666666667,0.010075053333333334,0.00699951875,0.016653886666666666,-2.316282734575071,-9.916422142959311,-5.108185428770283
105000000.0,-0.06935239,-0.01324312,0.3297589,-0.08752614079321112,-0.04263993795894732,-0.01632477488348681,0.9951153260269423,0.009725614,0.01219757,0.01048043,0.01879382,-2.3248146186936185,-9.950949854948064,-5.109579483965772
