,Trace,LAT,mae_euc,mae_ang,mae_geo,rmse_euc,rmse_ang,rmse_geo
0,dataset,0.1,0.49073328017072876,42.37659293636095,6.759280859482038,0.5631788561434538,45.33339145326609,14.122619437873205
