,Trace,LAT,mae_euc,mae_ang,mae_geo,rmse_euc,rmse_ang,rmse_geo
0,dataset,0.1,0.019997305220408195,15.912480921016218,3.085533367362734,0.028980484536777904,20.288915503388427,15.614550965313027
