,Trace,LAT,mae_euc,mae_ang,mae_geo,rmse_euc,rmse_ang,rmse_geo
0,dataset,0.1,0.021718163541759167,23.576960543176884,3.6074502328675426,0.026877423053689717,31.184406987211077,12.168675136173828
