MSE_pos,MSE_rot,RMSE_pos,RMSE_rot,LAT,hidden_size,epochs,batch_size,dropout
0.10206829833984375,4.825674560911046,0.1750326007604599,12.23633826409392,0.1,200,700,1024,0.6
0.1235322774251302,5.456660119847401,0.18426421284675598,12.372160477327089,0.1,200,700,1024,0.5
0.102979248046875,3.3571728498455866,0.15474246442317963,11.94712779336644,0.1,200,700,2048,0.4
0.12209569295247395,4.919297658236147,0.17649495601654053,12.547620904300652,0.1,200,1100,1024,0.3
0.04665562438964844,2.799035708048559,0.09086252003908157,11.681834116990158,0.1,200,700,4096,0.2
0.12861456298828125,4.4843715477849955,0.17139139771461487,12.091161491287478,0.1,200,1100,1024,0.5
0.10022735595703125,3.50290554565851,0.1388843059539795,11.818503547870957,0.1,200,700,2048,0.2
0.15390555826822916,4.502978713666742,0.21522191166877747,12.204085019628605,0.1,200,700,1024,0.4
0.05603326416015625,2.9925537231233594,0.09638654440641403,11.755218836912412,0.1,200,700,4096,0.6
0.14358424886067708,6.8784461821066385,0.21601346135139465,13.081403959725252,0.1,200,900,1024,0.3
0.0583436279296875,2.82080786431846,0.10159188508987427,11.7228841051287,0.1,200,700,4096,0.5
0.0835120849609375,3.4389280028442637,0.11135926842689514,12.141742704719675,0.1,200,900,4096,0.4
0.088146240234375,3.2787452316741286,0.12319982796907425,11.963037588677143,0.1,200,900,4096,0.6
0.10351387532552084,4.657918936835973,0.16535991430282593,12.04722217583098,0.1,200,1100,1024,0.6
0.04885294087727864,3.1407936978085362,0.09509357064962387,11.836431782746585,0.1,200,900,4096,0.3
0.12913276163736978,4.86456782119728,0.19175702333450317,12.355119417134226,0.1,200,1100,1024,0.4
0.12843853759765625,3.1114613257493047,0.18271785974502563,11.764930202981079,0.1,200,900,2048,0.5
0.09571211751302083,3.2193575637331118,0.1545570194721222,11.755352180530602,0.1,200,900,2048,0.3
0.15206346638997395,3.1274161138473775,0.20940296351909637,11.800710679827318,0.1,200,1100,2048,0.3
0.16600123087565105,5.432194707296884,0.24128560721874237,12.939264084181163,0.1,200,900,1024,0.4
0.11203490193684895,5.553024863716596,0.1732805073261261,12.514229707335097,0.1,200,700,1024,0.2
0.1601500956217448,6.494883959587148,0.2150816023349762,12.921830981099756,0.1,200,700,1024,0.3
0.05778295389811198,3.0207122729441904,0.09710150212049484,11.907948561596863,0.1,200,1100,4096,0.6
0.05212139892578125,3.5928550301719464,0.08979004621505737,12.224539267012391,0.1,200,1100,4096,0.5
