MSE_pos,MSE_rot,RMSE_pos,RMSE_rot,LAT,hidden_dim,epochs,batch_size,dropout,layers
0.10537160237630208,4.00848914486401,0.16626237332820892,9.882537754214978,0.1,40,1000,1024,0.0,1
0.09449068196614584,3.1954397049441656,0.15009380877017975,9.259064419356166,0.1,32,1000,2048,0.0,1
0.09672971598307292,4.315551856239179,0.154325470328331,9.745553354932243,0.1,32,1000,1024,0.0,1
0.049016265869140624,2.4945082124068527,0.11190253496170044,9.011359046989877,0.1,64,1000,8192,0.0,1
0.09053501383463541,4.459027878713639,0.15545229613780975,10.411814361663406,0.1,200,1000,1024,0.0,1
0.07643481953938802,3.20865136210917,0.14303447306156158,9.33925731772393,0.1,48,1000,2048,0.0,1
0.11628550211588541,3.6159379738769544,0.16030040383338928,9.389393085090264,0.1,64,1000,2048,0.0,1
0.0824052022298177,3.5633772466005786,0.1292140632867813,9.627255533515854,0.1,32,1000,8192,0.0,1
0.050643585205078126,2.3691574493680543,0.088693767786026,9.038348311174868,0.1,200,800,8192,0.0,1
0.100035888671875,3.0519066238451824,0.16025428473949432,9.211144403222033,0.1,56,1000,2048,0.0,1
0.06118408203125,2.9757018463022287,0.1286330223083496,9.22509141011668,0.1,40,1000,8192,0.0,1
0.13645573933919272,4.585603154965659,0.1894158273935318,9.7925512619291,0.1,400,600,1024,0.0,1
0.055666544596354166,2.3612068006914058,0.08764176815748215,9.094094234377978,0.1,200,800,4096,0.0,1
0.14553032430013021,3.3945147392910036,0.21924655139446259,9.503754524403499,0.1,56,1000,1024,0.0,1
0.14032275390625,7.599784595269315,0.20967629551887512,11.580200198317556,0.1,64,1000,1024,0.0,1
0.08907464599609374,2.8911869533907866,0.15626206994056702,9.165358175343815,0.1,200,800,2048,0.0,1
0.16159946695963542,4.538304857355602,0.20639188587665558,9.805605544416272,0.1,48,1000,1024,0.0,1
0.046407501220703126,2.472450352541536,0.08928418904542923,9.116835917355438,0.1,200,1000,8192,0.0,1
0.05968035380045573,2.8562364588163436,0.09299914538860321,9.233324130026622,0.1,200,1000,4096,0.0,1
0.05905577596028646,2.558932749214923,0.10252687335014343,9.194968054746905,0.1,56,1000,8192,0.0,1
0.07861623636881511,2.9054154725223964,0.12128516286611557,9.265242099733989,0.1,400,800,2048,0.0,1
0.05829546610514323,3.00983283975187,0.11234118789434433,9.306762028471924,0.1,48,1000,8192,0.0,1
0.12213932291666667,3.6415465285229143,0.1718277484178543,9.85080962543145,0.1,200,600,1024,0.0,1
0.09279564412434896,3.8934556892891874,0.14379030466079712,9.543835089652767,0.1,400,600,2048,0.0,1
0.0820264383951823,3.381759744455362,0.15687134861946106,9.361845626854446,0.1,40,1000,2048,0.0,1
0.08797138468424479,3.8705471718870412,0.1317751109600067,9.435062550296719,0.1,1000,800,2048,0.0,1
0.0787876485188802,3.6574671387646998,0.12088087201118469,9.48187987147293,0.1,600,600,2048,0.0,1
0.0660367685953776,2.3885873707008685,0.09354613721370697,9.089487355910652,0.1,400,800,8192,0.0,1
0.10017331949869791,4.443162648785926,0.13815638422966003,9.712119394756773,0.1,600,600,1024,0.0,1
