MAE_pos,MAE_rot,RMSE_pos,RMSE_rot,LAT,hidden_dim,epochs,batch_size,dropout,layers,model,seq_length_input,lr,lr_reducing,weight_decay,lr_epochs,patience,delta,lr_multiplicator
0.010184448806456314,1.8188193645632544,0.011939891948969892,9.139450127989452,0.1,1024,500,512,0.0,1,gru1,20,0.0001,True,8e-13,50,7,0.005,0.5
0.014414255822016938,2.077730373541818,0.017787659153193327,9.482037090683033,0.1,512,500,256,0.0,1,gru1,20,0.0001,True,3e-12,70,7,0.005,0.5
0.01000590861520922,1.7355547079343505,0.011963979710013107,9.137295228756965,0.1,2048,500,1024,0.0,1,gru1,20,0.0001,True,2e-12,50,7,0.005,0.5
0.010272100704735663,1.855148600248205,0.012047010829294111,9.127775067149694,0.1,1024,1000,512,0.0,1,gru1,20,0.0001,True,2e-12,50,7,0.005,0.5
0.010847200749346168,1.763560493921062,0.01284663082053232,9.12252481304713,0.1,512,500,512,0.0,1,gru1,20,0.0001,True,1e-12,70,7,0.005,0.5
0.010431882991133241,1.80992931680999,0.01228486183379478,9.117742343335443,0.1,1024,500,512,0.0,1,gru1,20,0.0001,True,1e-12,50,7,0.005,0.5
0.012863255341646417,2.0333487166897095,0.015728599984202007,9.454368858731714,0.1,512,500,256,0.0,1,gru1,20,0.0001,True,8e-13,70,7,0.005,0.5
0.010212577338292964,1.81940936534529,0.012112280311322974,9.132935232698493,0.1,1024,500,512,0.0,1,gru1,20,0.0001,True,2e-12,50,7,0.005,0.5
0.01573327942148753,2.106996231997394,0.02024898007449242,9.640468107698723,0.1,256,500,128,0.0,1,gru1,20,0.0001,True,8e-13,70,7,0.005,0.5
0.010132078393601527,1.8063185412338398,0.012011258396774865,9.12347088738294,0.1,512,500,512,0.0,1,gru1,20,0.0001,True,8e-13,70,7,0.005,0.5
0.015534898835946203,2.1178202903224337,0.021542759825407768,9.619276817314898,0.1,256,500,128,0.0,1,gru1,20,0.0001,True,2e-12,70,7,0.005,0.5
0.015030335784776243,2.0876509071571405,0.02181338594719412,9.43649611519493,0.1,256,500,128,0.0,1,gru1,20,0.0001,True,9e-13,70,7,0.005,0.5
0.0105561199884016,1.800112782497309,0.012910708664683055,9.136447096588414,0.1,512,500,512,0.0,1,gru1,20,0.0001,True,9e-13,70,7,0.005,0.5
0.009908543752013426,1.7524501874639473,0.011843406862770849,9.136335379954149,0.1,2048,500,1024,0.0,1,gru1,20,0.0001,True,3e-12,50,7,0.005,0.5
0.010112181968928845,1.810977975565367,0.011833229016336513,9.123377550275608,0.1,1024,1000,512,0.0,1,gru1,20,0.0001,True,1e-12,50,7,0.005,0.5
0.01320471131236937,1.9455063132577703,0.016022453973785253,9.457955154847637,0.1,512,500,256,0.0,1,gru1,20,0.0001,True,2e-12,70,7,0.005,0.5
0.010216993001107313,1.7580743692910232,0.012273032815759453,9.13160158455593,0.1,2048,500,1024,0.0,1,gru1,20,0.0001,True,9e-13,50,7,0.005,0.5
0.010072293303522235,1.839646993309963,0.011756452132766347,9.138911994340036,0.1,1024,500,512,0.0,1,gru1,20,0.0001,True,9e-13,50,7,0.005,0.5
