mae_euc,mae_ang,mae_geo,rmse_euc,rmse_ang,rmse_geo,LAT,epochs,hidden_dim,batch_size,model,seq_length_input,lr,lr_reducing,lr_epochs,lr_multiplicator,weight_decay
0.1936808924330864,26.55166918834494,3.097103294833163,0.2171529837875827,28.59904113054964,9.393350544685338,0.1,500,256,128,gru35,20,0.0001,True,50,0.5,1e-12
0.19395785299654178,25.914683860171568,3.077388051000946,0.21812493441932507,28.761658061241775,9.729048689450124,0.1,500,256,128,gru35,20,0.0001,True,50,0.5,5e-13
0.19687452827158428,26.447100995977518,3.0189141156002517,0.22055970434491645,28.63218597486388,9.331147379590355,0.1,500,256,128,gru35,20,0.0001,True,50,0.5,1e-14
0.19373783405192044,27.14759674446767,3.1274594802652915,0.21645519102255195,29.38335430742847,9.569424860576778,0.1,500,256,128,gru35,20,0.0001,True,50,0.5,3e-12
0.19388931789654973,26.915552969814456,3.107931871708981,0.21661936867779163,28.453357489207647,9.343951618252024,0.1,500,256,128,gru35,20,0.0001,True,50,0.5,1e-13
0.19591727416613225,30.613481604087823,3.2190176784051463,0.2177694796240186,31.576499766215267,9.418404001045088,0.1,500,1024,512,gru35,20,0.0001,True,50,0.5,1e-12
0.1939130443505152,26.54083895261206,2.9964560157888727,0.21695388879978633,28.93999958872907,9.509609079443278,0.1,500,256,128,gru35,20,0.0001,True,50,0.5,1e-12
0.19370591513794877,28.072462645778778,3.1810014208389092,0.21519868545044327,29.990272041745918,9.41953882028736,0.1,500,512,256,gru35,20,0.0001,True,50,0.5,1e-13
0.18435704581744758,32.39918501987834,4.599054371599333,0.2233664142006554,35.003770082812075,10.146203555854648,0.1,500,512,256,gru35,20,0.0001,True,600,0.5,1e-12
0.19526189313135953,28.191002514978837,3.1392061955741424,0.2166822149571788,29.628937626344715,9.37298426266297,0.1,500,512,256,gru35,20,0.0001,True,50,0.5,1e-12
0.195409049395283,28.35732601203263,3.1557150567821037,0.21705213078794844,30.001984339807308,9.398542131100603,0.1,500,512,256,gru35,20,0.0001,True,50,0.5,9e-13
0.19410662088611516,27.248023792121746,3.0979171971535435,0.218078292675882,28.94996544865534,9.380762881640992,0.1,500,256,128,gru35,20,0.0001,True,50,0.5,1e-11
0.19570147719345352,30.360542369902078,3.173323239699283,0.21756378974373947,31.282983798507168,9.409009965615988,0.1,500,1024,512,gru35,20,0.0001,True,50,0.5,3e-12
0.1937220205240023,27.543049874193215,3.1061965894078405,0.2172536539834087,29.243983992760946,9.355571571419393,0.1,500,256,128,gru35,20,0.0001,True,50,0.5,9e-13
0.19365317194253667,27.110434060053475,3.0811878382959463,0.2164975339915734,28.496992318421835,9.324341643715526,0.1,500,256,128,gru35,20,0.0001,True,50,0.5,8e-13
0.19294344306571226,26.970229744121408,3.026829983520959,0.215694554430224,28.691368728559837,9.340575716157826,0.1,500,256,128,gru35,20,0.0001,True,50,0.5,2e-12
0.19587083011929773,30.63778279833431,3.208710569284422,0.2171395525410092,31.60617276478534,9.418526835946608,0.1,500,1024,512,gru35,20,0.0001,True,50,0.5,1e-14
0.1949495596990236,26.632239069750856,3.0311934910298635,0.21876513474625536,28.325770116326538,9.341616670131062,0.1,500,256,128,gru35,20,0.0001,True,50,0.5,1e-12
0.19615006186727577,27.709826128952646,3.147105013656327,0.2183404060518328,29.364723323263465,9.38069279672209,0.1,500,512,256,gru35,20,0.0001,True,50,0.5,2e-12
0.1942481399387883,27.901159023052593,3.1421732781123355,0.21583639242841782,29.801197942911887,9.399824753352302,0.1,500,512,256,gru35,20,0.0001,True,50,0.5,1e-14
0.2554111100279086,25.68786788297728,4.800584320440982,0.2921245341173154,28.3661404488278,10.466185370081798,0.1,500,1024,512,gru35,20,0.0001,True,600,0.5,1e-12
0.19564482959387142,30.235468540660978,3.167372274926097,0.21717783923584644,31.2233567561496,9.414370911934489,0.1,500,1024,512,gru35,20,0.0001,True,50,0.5,5e-13
0.1952639091127955,27.98587051174414,3.1264541715620116,0.21763055715812576,29.50438887965551,9.35722259883762,0.1,500,512,256,gru35,20,0.0001,True,50,0.5,5e-13
0.1957176411031165,30.89507635999877,3.203777626725315,0.21724825745824572,31.73379953321012,9.415471097082518,0.1,500,1024,512,gru35,20,0.0001,True,50,0.5,1e-12
0.19577665161740587,30.693490294136083,3.239266782047533,0.21698521618510314,31.65063815062331,9.419253512411723,0.1,500,1024,512,gru35,20,0.0001,True,50,0.5,8e-13
0.19577867710790905,30.422805314274484,3.1871601580739193,0.21729974211712433,31.356585929965917,9.406603984728582,0.1,500,1024,512,gru35,20,0.0001,True,50,0.5,2e-12
0.19657094922207038,30.236583712374852,3.161047449093304,0.2182190145439957,31.14330120051885,9.400795489038423,0.1,500,1024,512,gru35,20,0.0001,True,50,0.5,1e-11
0.19492678585963952,28.183926533244396,3.065674651823032,0.21680281289366535,29.351070507932903,9.37639555657169,0.1,500,512,512,gru35,20,0.0001,True,70,0.5,1e-12
0.19530771999754412,27.731826359351473,3.130435685210034,0.21693547958298934,29.34367265790655,9.38173319242342,0.1,500,512,256,gru35,20,0.0001,True,50,0.5,1e-11
0.1946265000032927,27.927290026206574,3.119788766764897,0.2159680156282617,29.671449605498566,9.382432764466188,0.1,500,512,256,gru35,20,0.0001,True,50,0.5,8e-13
0.1958244167068004,30.57464148932053,3.2053854658118084,0.2172849979287058,31.49356289834734,9.406092061183886,0.1,500,1024,512,gru35,20,0.0001,True,50,0.5,9e-13
