MAE_pos,MAE_rot,RMSE_pos,RMSE_rot,LAT,hidden_dim,epochs,batch_size,dropout,layers,model,seq_length_input,lr,lr_reducing,weight_decay,lr_epochs,patience,delta,lr_multiplicator
0.4830551790540488,5.9956263536543855,0.5604651004189837,10.968525887583471,0.1,128,500,128,0,1,lstm4,20,0.0001,True,1e-12,50,7,0.005,0.3
0.5465615786095201,6.453154914513089,0.6218774706794056,10.854180854501799,0.1,128,500,128,0,1,lstm4,20,0.0003,True,1e-12,30,7,0.005,0.3
0.5127760837905826,7.812654917860022,0.5857180664987491,13.914755860965455,0.1,128,500,128,0,1,lstm4,20,0.0005,True,1e-12,50,7,0.005,0.4
0.4981213689541234,7.900727854195075,0.5864598180699032,12.040312393317475,0.1,128,500,128,0,1,lstm4,20,0.0002,True,1e-12,30,7,0.005,0.1
0.5234843813720598,7.750546613637484,0.5954704961216782,12.098588776791871,0.1,128,500,128,0,1,lstm4,20,0.0005,True,1e-12,30,7,0.005,0.2
0.45529812770916833,6.276751526123592,0.5376602064129546,11.574849773285159,0.1,128,500,256,0,1,lstm4,20,0.0001,True,1e-12,70,7,0.005,0.3
0.5900367649394483,6.828001447376704,0.6905942093275719,11.926433863387423,0.1,128,500,128,0,1,lstm4,20,0.0003,True,1e-12,70,7,0.005,0.5
0.5647626627985891,5.5015244012319044,0.6587920132913764,10.17357244280739,0.1,128,500,256,0,1,lstm4,20,0.0004,True,1e-12,70,7,0.005,0.4
0.5444867873639638,6.121343688277435,0.6243454450637353,10.910417493169618,0.1,128,500,128,0,1,lstm4,20,0.0001,True,1e-12,70,7,0.005,0.3
0.4051793578897192,17.209304915050534,0.5255715767382807,26.22666611385321,0.1,128,500,512,0,1,lstm4,20,0.0001,True,1e-12,30,7,0.005,0.1
0.5568008895900439,7.015412240330052,0.629889465225146,11.411422961802172,0.1,128,500,128,0,1,lstm4,20,0.0005,True,1e-12,70,7,0.005,0.4
0.5537029662642605,5.391283859931042,0.6475894154032958,10.659443253740154,0.1,128,500,256,0,1,lstm4,20,0.0005,True,1e-12,30,7,0.005,0.5
0.5403505126325517,5.981683429339437,0.6219043398090507,12.31112071554028,0.1,128,500,256,0,1,lstm4,20,0.0002,True,1e-12,70,7,0.005,0.5
0.523848801047575,6.276731110620203,0.6043352931635714,10.939476696175863,0.1,128,500,256,0,1,lstm4,20,0.0003,True,1e-12,70,7,0.005,0.1
0.3707115594883071,9.01048969981818,0.44457965556367746,14.410716522054283,0.1,128,500,512,0,1,lstm4,20,0.0001,True,1e-12,70,7,0.005,0.4
