Train_loss,Val_loss
0.1155233085155487,0.05957060307264328
0.044951003044843674,0.03664379566907883
0.02553572505712509,0.03066171519458294
0.022833194583654404,0.02685163915157318
0.017989618703722954,0.023890580981969833
0.01609223522245884,0.022132284939289093
0.014382604509592056,0.020453056320548058
0.012730075977742672,0.01908212900161743
0.011553664691746235,0.01797986589372158
0.010559911839663982,0.017034776508808136
0.009693731553852558,0.01621513068675995
0.00894520990550518,0.015496393665671349
0.008284942246973515,0.014861084520816803
0.007698069326579571,0.014298302121460438
0.007172776851803064,0.01380376610904932
0.00670026708394289,0.01337957102805376
0.006276093889027834,0.01302351988852024
0.0059005082584917545,0.0127003388479352
0.00558012630790472,0.012355230748653412
0.005298645235598087,0.01200343482196331
0.005030342377722263,0.011654695495963097
0.004755557514727116,0.011315081268548965
0.004465790465474129,0.011004352942109108
0.004183970857411623,0.010790990665555
0.0040270001627504826,0.010622651316225529
0.0039399489760398865,0.010504523292183876
0.0038948203437030315,0.010409723035991192
0.0038307164795696735,0.010217748582363129
0.003628995968028903,0.010045057162642479
0.0034784937743097544,0.00997383613139391
0.0034366180188953876,0.009914316236972809
0.0033640030305832624,0.00975773110985756
0.0032413541339337826,0.009655672125518322
0.0031577497720718384,0.009617822244763374
0.003177438396960497,0.009643943049013615
0.003246007487177849,0.009665152058005333
0.0032242571469396353,0.009525756351649761
0.0030563101172447205,0.009499313309788704
0.003065341617912054,0.00949931051582098
0.0030861881095916033,0.009523769840598106
0.003130407305434346,0.009581809863448143
0.0031850619707256556,0.009466065093874931
0.003028728300705552,0.009420596063137054
0.002981433179229498,0.009419610723853111
0.0030159689486026764,0.009428631514310837
0.003037099726498127,0.009477159008383751
0.0030866479501128197,0.009435758925974369
0.003014241810888052,0.009341460652649403
0.0029108065646141768,0.009327838197350502
0.002929791808128357,0.009331096895039082
0.0027841716073453426,0.009284592233598232
0.0027654292061924934,0.009256714954972267
0.0027571478858590126,0.009246552363038063
0.0027547518257051706,0.009237272664904594
0.0027522086165845394,0.00922976154834032
0.0027500148862600327,0.00922345370054245
0.0027480029966682196,0.009217673912644386
0.0027460106648504734,0.009212534874677658
0.002744129626080394,0.009207475930452347
0.002742169424891472,0.009202771820127964
0.0027403419371694326,0.009198056533932686
0.0027383232954889536,0.009193633683025837
0.0027365300338715315,0.009189066477119923
0.002734576351940632,0.00918478611856699
0.0027326655108481646,0.009180205874145031
0.0027305898256599903,0.00917583703994751
0.0027285951655358076,0.009171010926365852
0.002726226579397917,0.00916624628007412
0.002723913174122572,0.00916141178458929
0.002721502212807536,0.009156313724815845
0.0027189948596060276,0.009151065722107887
0.002716489601880312,0.009145763702690601
0.0027138327714055777,0.009140478447079659
0.002711251378059387,0.009135064668953419
0.0027086478658020496,0.009129725396633148
0.0027061186265200377,0.009124277159571648
0.0027036862447857857,0.009118909016251564
0.0027013346552848816,0.009113348089158535
0.0026988310273736715,0.009107949212193489
0.0026965041179209948,0.009102128446102142
0.0026940524112433195,0.009096608497202396
0.0026917990762740374,0.009090865030884743
0.0026894097682088614,0.00908519048243761
0.002687038853764534,0.009079440496861935
0.002684530336409807,0.009073339402675629
0.00268183765001595,0.009067246690392494
0.0026791482232511044,0.009061144664883614
0.002676198724657297,0.009054189547896385
0.0026730243116617203,0.009046753868460655
0.0026695753913372755,0.009038910269737244
0.002666011219844222,0.009030291810631752
0.002662233542650938,0.009022720158100128
0.002659060060977936,0.009016388095915318
0.0026548581663519144,0.00900996197015047
0.002649039728567004,0.008997447788715363
0.0026427404955029488,0.008985493332147598
0.002639041282236576,0.008982465602457523
0.002633854281157255,0.008968522772192955
0.002629824448376894,0.008968137204647064
0.0026206523180007935,0.008930609561502934
0.002579751191660762,0.009031731635332108
0.0025691904593259096,0.008846478536725044
0.0025346067268401384,0.008752013556659222
0.0025135166943073273,0.008794819004833698
0.0025009906385093927,0.008720451965928078
0.002513148123398423,0.008730202913284302
0.0025092712603509426,0.008993285708129406
0.0025322723668068647,0.008550059981644154
0.002484647324308753,0.008760171942412853
0.0024698509369045496,0.008517460897564888
0.0024543902836740017,0.008806108497083187
0.0024553886614739895,0.008464938960969448
0.00249696196988225,0.008565195836126804
0.0025007883086800575,0.008690270595252514
0.0024919607676565647,0.008783700875937939
0.002497038571164012,0.00873621366918087
0.0025011219549924135,0.008834198117256165
0.002507799072191119,0.008964561857283115
0.002526047872379422,0.008530844934284687
0.002436427166685462,0.008371645584702492
0.002453336725011468,0.008752082474529743
0.002449141349643469,0.008399317041039467
0.002438659779727459,0.008870876394212246
0.002488438505679369,0.008316162042319775
0.002427323954179883,0.008621212095022202
0.0024163718335330486,0.008329402655363083
0.0023999183904379606,0.008868099190294743
0.0024825711734592915,0.00828294362872839
0.0024068839848041534,0.008580110967159271
0.002405866514891386,0.008534247055649757
0.002481370698660612,0.008683944121003151
0.0024241944774985313,0.008301380090415478
0.002411323832347989,0.008952269330620766
0.0025010472163558006,0.008266503922641277
0.002375612501055002,0.008234127424657345
0.0024450207129120827,0.008257925510406494
0.0023719097953289747,0.00852592196315527
0.0023530188482254744,0.008339020423591137
0.002549273194745183,0.008708374574780464
0.002441210439428687,0.0083199767395854
0.002363491803407669,0.00834170076996088
0.0023596675600856543,0.008254206739366055
0.0023394606541842222,0.008163750171661377
0.0024474028032273054,0.008941933512687683
0.00247803027741611,0.008171440102159977
0.0023491347674280405,0.008680690079927444
0.0023850761353969574,0.008146620355546474
0.0024746088311076164,0.008414488285779953
0.00235922634601593,0.008104110136628151
0.0023291108664125204,0.008106880821287632
0.0023186211474239826,0.008499622344970703
0.0023343695793300867,0.008064329624176025
0.002272825688123703,0.00800012145191431
0.002284302841871977,0.007992694154381752
0.002273552818223834,0.007961813360452652
0.002288760617375374,0.007998495362699032
0.002256855135783553,0.00794303696602583
0.0023183966986835003,0.008082650601863861
0.0022426184732466936,0.007934466935694218
0.002314971061423421,0.007920883595943451
0.0022478937171399593,0.00790852215141058
0.0023074191994965076,0.007977024652063847
0.002226377371698618,0.007904848083853722
0.0023101246915757656,0.007897630333900452
0.002228182042017579,0.007885859347879887
0.002304947469383478,0.00792444497346878
0.0022146767005324364,0.007876286283135414
0.002302216598764062,0.007860442623496056
0.002214673673734069,0.007863320410251617
0.0022984454408288,0.007868637330830097
0.002203954616561532,0.007857722230255604
0.002296441001817584,0.007824180647730827
0.0022021145559847355,0.007841771468520164
0.0022902628406882286,0.007815664634108543
0.0021940090227872133,0.007849299348890781
0.0022911368869245052,0.007787186652421951
0.002190482337027788,0.007830286398530006
0.002282653469592333,0.007768167648464441
0.0021844019647687674,0.007845430634915829
0.002283866982907057,0.007749322336167097
0.0021791073959320784,0.007840774953365326
0.0022784369066357613,0.0077293007634580135
0.0021736735943704844,0.007855045609176159
0.002276928862556815,0.007713258732110262
0.0021678924094885588,0.007868923246860504
0.0022741190623492002,0.00769541971385479
