MSE_pos,MSE_rot,RMSE_pos,RMSE_rot,LAT,hidden_size,epochs,batch_size,dropout








































0.08480541483561198,3.3135145223740334,0.1251954436302185,9.34104204754206,0.1,1000,1100,2048,0.6
0.07219760131835938,2.5807116353409256,0.08982665836811066,9.181854475973413,0.1,800,900,4096,0.4
0.05236189270019531,2.5367840906124863,0.07570651918649673,9.17225164116128,0.1,800,1100,4096,0.3
0.08608022054036459,4.295947834509636,0.12491731345653534,9.773136311835396,0.1,1000,900,2048,0.2
0.04439776611328125,2.1526867543819925,0.059205878525972366,9.014430248591545,0.1,1000,900,8192,0.4
0.07686981201171875,3.3833546211619967,0.11881738156080246,9.402813341186876,0.1,800,700,1024,0.5
0.12373382568359376,4.10576242307411,0.16884315013885498,9.64765890563484,0.1,200,700,2048,0.4
0.12218770345052084,4.66927263685466,0.151678666472435,10.10031810295695,0.1,400,700,4096,0.6
0.0369740956624349,2.2795674334973595,0.0513116717338562,9.045406495974813,0.1,1000,700,8192,0.5
0.07006432088216145,3.3195541539009525,0.10725053399801254,9.506291233956519,0.1,200,1100,4096,0.2
0.09900779215494791,2.978129380165429,0.1380242556333542,9.251356318331949,0.1,400,700,2048,0.5
0.05166859944661458,2.1685940887290935,0.08787234127521515,9.026900313112773,0.1,200,1100,8192,0.2
0.030445821126302085,2.0971830898935044,0.04860237240791321,9.001151521766909,0.1,800,700,8192,0.2
0.09769673665364584,5.865058507412207,0.13057269155979156,12.66347245238927,0.1,600,900,1024,0.4
0.07966177368164062,3.629956355706429,0.12463132292032242,9.58012059706689,0.1,1000,700,1024,0.3
0.06428880818684896,2.581264784826724,0.1036127582192421,9.264537189023844,0.1,200,1100,4096,0.4
0.10211742146809896,2.2675037468441244,0.11766430735588074,9.062473055334202,0.1,1000,700,4096,0.4
0.08842276000976562,4.505917368150453,0.13582557439804077,12.507101909655637,0.1,1000,900,1024,0.3
0.10198042805989584,5.207699989436327,0.1436099261045456,12.069269311725407,0.1,600,900,1024,0.5
0.05845513916015625,2.1396834148784856,0.07577746361494064,9.046057321260955,0.1,800,1100,8192,0.3
0.1404873250325521,4.0410828629969835,0.1991439163684845,12.14428567979584,0.1,200,1100,1024,0.2
0.09654970296223958,4.842649322502207,0.14694197475910187,10.62847816737359,0.1,400,700,1024,0.3
0.09923594156901042,3.795932934930597,0.14315207302570343,9.52911118107797,0.1,800,1100,2048,0.6
0.12611077880859375,3.3347181263948333,0.15795330703258514,9.338519955116878,0.1,1000,700,2048,0.5
0.13168290201822916,3.022252432963064,0.16658353805541992,9.2821197193636,0.1,200,900,4096,0.6
0.0347966791788737,3.0383271997033834,0.0590670183300972,9.3269827313964,0.1,1000,1100,4096,0.3
0.08690842692057292,2.779744846771925,0.16283826529979706,9.233693923461303,0.1,200,700,2048,0.5
0.10923622639973958,3.6683508578544997,0.1375301480293274,11.517123182547943,0.1,800,1100,1024,0.2
0.048949289957682295,2.9491307351748985,0.06915155053138733,9.325067679250864,0.1,600,1100,4096,0.6
0.15226001993815105,3.232033005824658,0.18964959681034088,9.217562155859623,0.1,800,900,2048,0.2
