Trace,LAT,mae_euc,mae_ang,rmse_euc,rmse_ang
202201251447,0.02,0.0019334787936405703,0.3459153558779302,0.002926529839017866,5.700880879092489
202201251447,0.04,0.003556586528863719,0.740477928092413,0.0057761690276392705,8.07681496064215
202201251447,0.06,0.005027058145304517,1.1289902958457114,0.008449869625466377,9.900520500390158
202201251447,0.08,0.0073014177057931255,1.544720502709186,0.011681929710731996,11.446760529087856
202201251447,0.1,0.009212704080162951,1.9711749209828302,0.014578325085175977,12.802241949318555
202201251450,0.02,0.0016249283461777565,0.19541462506040772,0.0026445683016390604,3.2958065287076828
202201251450,0.04,0.0030345206237185943,0.44059112306422044,0.004795860081001342,4.676326296417941
202201251450,0.06,0.004434499994779155,0.6958526255225256,0.006669122131126299,5.74030829561858
202201251450,0.08,0.0064570287464059874,0.9884849701324175,0.009496287961366603,6.654032848039817
202201251450,0.1,0.008260665463257958,1.2809940989309494,0.011943681416656672,7.469050066311475
202201251451,0.02,0.0013515703575402,0.10912353862689139,0.002631265378040406,0.2855511397253319
202201251451,0.04,0.0025382496209405176,0.2544408983169948,0.004797554915119014,0.6100684384551645
202201251451,0.06,0.003795545177498532,0.4137553955159036,0.006861587885907423,0.8911737100387032
202201251451,0.08,0.005454368808882031,0.605299311037444,0.00944298573839406,1.2305322574620796
202201251451,0.1,0.007118988092059037,0.8057117659151194,0.011932654433546045,1.5643151130682433
202201251454,0.02,0.0014288425275804984,0.19439589762419934,0.002220623174400783,3.2966307053388526
202201251454,0.04,0.0027881844854514845,0.4484023253604095,0.004192359623705306,4.681986034616764
202201251454,0.06,0.004234485061708808,0.7300203131040072,0.0061040247866229885,5.7586896975398405
202201251454,0.08,0.006164337630065404,1.052484042205355,0.008664441007864176,6.688351411785941
202201251454,0.1,0.008048469801854523,1.387164580019535,0.01112052294096525,7.522943455918373
202201251501,0.02,0.002162461201222085,0.1959336558575266,0.0031397893593517355,0.4219610001912598
202201251501,0.04,0.003902561226089105,0.4428043159412391,0.005595860700902802,0.8877617825898771
202201251501,0.06,0.005406032518341711,0.6826007118725721,0.007626436231369853,1.284825452305133
202201251501,0.08,0.007859829928657662,0.960926929902516,0.010675671067887348,1.7472115324253634
202201251501,0.1,0.009829099703192052,1.2530564898451275,0.013240752390342149,2.213121809298115
202201251502,0.02,0.0022293758100989467,0.31920122211191104,0.0032218497874430545,4.668025796418822
202201251502,0.04,0.004025897662452458,0.6860213899612274,0.005805056740130822,6.6366861563615505
202201251502,0.06,0.0056932414949523065,1.0443606739578808,0.008058313883798162,8.156709698306498
202201251502,0.08,0.007994151556778762,1.4308807582014087,0.010917904631135551,9.458865451727371
202201251502,0.1,0.010112988566797739,1.830664299180812,0.01360623481264897,10.618848297290178
202201251511,0.02,0.0019543157597797633,0.19684438050520764,0.0029671718041326713,3.2968002782821606
202201251511,0.04,0.003582789893843544,0.4420968305437619,0.005541458073222442,4.678604678823024
202201251511,0.06,0.005184516494216703,0.7027724449669674,0.007973514279732174,5.751610785670019
202201251511,0.08,0.007381981974985171,0.9924568373356253,0.010964067959787367,6.674142427959373
202201251511,0.1,0.0095011353908873,1.2997476622345587,0.013826086781853628,7.498791470335819
202201251513,0.02,0.0017445760723618698,0.13513888438920418,0.002532573514290344,0.28442155306719913
202201251513,0.04,0.003153057670918586,0.3156633272137506,0.0044969539803488105,0.6073354288998718
202201251513,0.06,0.004473872616851973,0.5115056452390314,0.006186532112712303,0.9007758298077928
202201251513,0.08,0.006373152073551142,0.7431989448575386,0.008568543883712722,1.2469877927580506
202201251513,0.1,0.008067631162199896,0.9905544789713944,0.010723389001578413,1.6001932502132696
