,Trace,LAT,mae_euc,mae_ang,mae_geo,rmse_euc,rmse_ang,rmse_geo
0,dataset,0.1,0.013493646801904149,19.570074226761008,2.7410285224551934,0.015850408408674032,26.162488972985667,11.894663538491388
