timestamp,x,y,z,qx,qy,qz,qw,velocity_x,velocity_y,velocity_z,speed
0.4012419,-0.03659777,0.03556878,0.1954831,-0.05038463,-0.002953823,0.000744327,0.9987253,-0.7649856,0.7436696,4.080152,4.217331
0.4212419,-0.03643228,0.03550417,0.1958831,-0.05141848,-0.003858902,0.0006902154,0.9986695,0.003618952,-0.001927008,0.006013833,0.007278486
0.4442227,-0.03639643,0.0355153,0.196113,-0.05107811,-0.003995281,0.0008061422,0.9986864,0.002325512,-0.001032092,0.007406622,0.007831428
0.461035,-0.03633957,0.03547522,0.1963062,-0.05102904,-0.004108414,0.0007377186,0.9986885,0.001236534,-0.0008507249,0.00835941,0.008493084
0.4777794,-0.03627891,0.03534209,0.1965542,-0.05060076,-0.004062898,0.0005867506,0.9987106,0.003797893,-0.004539967,0.01138038,0.01282764
0.4940886,-0.03624301,0.03520831,0.1967525,-0.05033053,-0.003929347,0.0004471881,0.9987249,0.001996759,-0.005808733,0.01400557,0.01529328
0.5112189,-0.03627967,0.03511932,0.1968588,-0.04963949,-0.003783138,0.0005348091,0.9987599,0.00134126,-0.008749712,0.009342224,0.01286987
0.5283542,-0.03631419,0.03515668,0.1970455,-0.04909229,-0.003706903,0.0007423501,0.9987871,-0.002349087,0.0009877385,0.008867465,0.009226363
0.5498732,-0.036301,0.03517596,0.1970968,-0.04904178,-0.003897083,0.0009567738,0.9987887,-0.0002345799,-0.001355302,0.01023716,0.01032915
0.561197,-0.03629151,0.03519414,0.1972425,-0.04878773,-0.004065106,0.0009579398,0.9988005,0.001309102,0.00169515,0.004180401,0.004697131
0.5782174,-0.03622207,0.03522338,0.1973976,-0.04862166,-0.004273953,0.0008712739,0.9988078,0.002419968,-0.0007520454,0.0146264,0.0148443
0.5946091,-0.03620331,0.03514796,0.1975433,-0.04857273,-0.004469336,0.0006766984,0.9988094,0.003039255,-0.002459901,0.009942911,0.01068408
0.6107435,-0.03621817,0.03511997,0.1977175,-0.04835458,-0.004639897,0.0007006253,0.9988193,0.001444288,-0.00394401,0.00784893,0.008902071
0.6281079,-0.03623279,0.0351212,0.1979479,-0.04834086,-0.004740305,0.0008477878,0.9988194,-0.001880144,0.001077798,0.011249,0.01145585
0.645555,-0.03629288,0.03505446,0.1980514,-0.0484372,-0.004892556,0.0009947262,0.9988137,-0.003313719,-0.001910655,0.009152954,0.009920076
0.6621308,-0.03627021,0.0350838,0.1981717,-0.04820498,-0.005095418,0.001156809,0.9988238,0.0009198441,-0.0007964296,0.008340945,0.008429222
0.6784457,-0.03624616,0.03515339,0.198378,-0.04862053,-0.005242398,0.001036223,0.998803,0.0004602707,0.004875094,0.01061499,0.01169002
0.6944299,-0.03620675,0.03503191,0.1985241,-0.04861527,-0.005317799,0.001081612,0.9988029,0.001934247,-0.004788009,0.00955364,0.01085994
0.7108354,-0.03622489,0.03510591,0.1987117,-0.04842877,-0.005478117,0.001089657,0.9988111,-0.0002677865,0.0007145635,0.0115598,0.01158496
0.7280828,-0.03617205,0.03509538,0.198929,-0.04850679,-0.005567916,0.001097261,0.9988068,0.001144464,0.00116104,0.009953201,0.01008583
0.7448344,-0.03613207,0.03512282,0.1990238,-0.04823699,-0.00558342,0.001072112,0.9988198,0.002107206,0.0005978626,0.007020565,0.007354325
