timestamp,x,y,z,qx,qy,qz,qw,velocity_x,velocity_y,velocity_z,speed
0.4033414,1.447919,0.02990673,0.5486739,-0.02674813,-0.73715,0.005839627,0.6751744,28.94222,0.5983437,10.96657,30.95603
0.4233414,1.449079,0.0300927,0.5488322,-0.02591495,-0.7361032,0.006190626,0.6763448,0.02749476,0.002576479,0.006091803,0.02827914
0.4367162,1.44948,0.03002294,0.548882,-0.0262741,-0.7359126,0.00605212,0.6765396,0.01698732,-0.003674254,0.004792213,0.01802872
0.4558972,1.449876,0.02996001,0.5488197,-0.02672876,-0.7359784,0.006033293,0.6764504,0.0256071,0.0005126378,0.00518292,0.02613138
0.469528,1.450149,0.03001379,0.5489091,-0.02697157,-0.7359361,0.006115469,0.676486,0.02110593,-0.003363155,-0.002122401,0.02147733
0.4890708,1.450569,0.02972725,0.549131,-0.02711871,-0.7360284,0.006270315,0.6763781,0.02823078,-0.007775927,0.01499432,0.0328979
0.5029436,1.450797,0.0297213,0.5492491,-0.02687922,-0.7359591,0.006543142,0.6764606,0.01793377,-0.0008670465,0.005486879,0.01877438
0.5194376,1.451089,0.0299195,0.5491873,-0.02691136,-0.7359509,0.006694523,0.6764667,0.02231606,0.005090958,-0.00513003,0.02345723
0.5402071,1.45126,0.02992086,0.5493293,-0.02721277,-0.7359986,0.006359511,0.676406,0.0125324,0.006298499,0.00727443,0.0158003
0.553543,1.451537,0.02984161,0.5494212,-0.02714199,-0.7360286,0.006467935,0.6763753,0.009722898,-0.005131838,0.003142436,0.0114344
0.5716891,1.451664,0.02980781,0.5496978,-0.02687881,-0.7360958,0.006715131,0.6763102,0.01665339,-0.004961017,0.0155539,0.02332104
0.5862948,1.451831,0.02987199,0.5500342,-0.02654335,-0.7360505,0.006360956,0.6763762,0.0137695,0.002616066,0.01570091,0.02104665
0.6032139,1.451893,0.02976824,0.550365,-0.02606247,-0.7358291,0.006049127,0.6766385,0.005370457,-0.004296161,0.02076359,0.02187294
0.6198616,1.451921,0.02966651,0.5504307,-0.02532437,-0.7354537,0.005975882,0.6770751,0.003445424,-0.004374596,0.00362157,0.006642575
0.6368808,1.452069,0.02955111,0.5506488,-0.02444006,-0.7351286,0.006322221,0.6774576,0.004962367,-0.008994514,0.01456129,0.01782014
0.6550608,1.452146,0.0294128,0.5506322,-0.02368611,-0.7348565,0.006654188,0.6777762,0.008587386,0.00106226,-0.0005533471,0.008670512
0.6734791,1.452315,0.02950493,0.5508783,-0.02275027,-0.7347128,0.006977498,0.6779608,0.008242383,-0.004028878,0.01315044,0.01603442
0.6870151,1.452618,0.02938525,0.5512138,-0.02216772,-0.7345271,0.00723339,0.6781785,0.01643973,-0.005099796,0.01878595,0.0254791
0.7029106,1.452609,0.0294891,0.5514858,-0.02193659,-0.7343,0.007004145,0.6784345,-0.0008190361,0.001628027,0.01930019,0.01938604
