timestamp,x,y,z,qx,qy,qz,qw,velocity_x,velocity_y,velocity_z,speed
2.522635,-0.007845524,0.00189797,0.006111681,-0.02253269,-0.04844038,-0.009633841,0.9985254,-0.4514388,0.1104392,0.3651753,0.5910557
2.542634,-0.008762714,0.001652293,0.005356602,-0.02118855,-0.04891256,-0.009550275,0.9985327,-0.05562048,-0.01015156,-0.03735877,0.06776702
2.557611,-0.008940568,0.001595765,0.005159445,-0.02090327,-0.04893132,-0.009552809,0.9985377,-0.009030476,-0.002559676,-0.009469315,0.01333302
2.572753,-0.008984325,0.001521627,0.004913606,-0.02051864,-0.04890956,-0.009394691,0.9985483,-0.003674025,-0.004651593,-0.01398368,0.01518812
2.589693,-0.009624162,0.001226093,0.003983252,-0.01943237,-0.04895782,-0.008420765,0.9985763,-0.04273389,-0.0238782,-0.06127749,0.07843012
2.606461,-0.00979063,0.001492259,0.003754556,-0.01911808,-0.04912616,-0.008330236,0.9985749,-0.01062633,0.01371818,-0.008817046,0.01946401
2.6227,-0.009850848,0.001569852,0.003674306,-0.01979456,-0.0492788,-0.008503206,0.9985527,-0.005791177,0.006775205,-0.008367988,0.01222556
2.641093,-0.009905844,0.001493009,0.003631338,-0.02040951,-0.04923072,-0.008971282,0.9985386,-0.002576631,-0.002705837,-0.007512129,0.008390034
2.658499,-0.01002959,0.001423761,0.00329829,-0.02011529,-0.04932901,-0.009325387,0.9985365,-0.007596276,-0.006959048,-0.01155136,0.01547791
2.672965,-0.01005364,0.001356502,0.003226049,-0.02034974,-0.04931078,-0.00943417,0.9985316,-0.001924226,-0.0008722969,-0.006973292,0.007286313
2.692084,-0.01004419,0.001117385,0.003109097,-0.02014274,-0.04917475,-0.009203363,0.9985447,-0.005350776,-0.01102777,-0.01787103,0.02167063
2.707472,-0.01010449,0.001052286,0.002841577,-0.01978103,-0.04913468,-0.009029542,0.9985554,-0.0005313591,-0.001922584,-0.009532508,0.009738962
2.723314,-0.01015724,0.001099221,0.002741344,-0.01991276,-0.04894489,-0.009106233,0.9985614,-0.003604468,0.00460312,-0.009228949,0.01092494
2.740689,-0.01020382,0.001017635,0.002576604,-0.01989922,-0.04873254,-0.009151514,0.9985717,-0.004183905,-0.01133196,-0.00384868,0.01267796
2.757428,-0.01028776,0.001010968,0.002370775,-0.01945167,-0.04862718,-0.008971941,0.9985874,-0.00330621,-0.002777218,-0.01239318,0.01312383
