timestamp,x,y,z,qx,qy,qz,qw,velocity_x,velocity_y,velocity_z,speed
2.513117,0.007073273,0.01928616,-0.01641147,-0.05402439,-0.04771769,-0.02402429,0.9971095,0,0,0,0
2.513117,0.00926134,0.01782982,-0.01197428,-0.05325388,-0.05839026,-0.02560101,0.9965437,0.5425785,1.064526,-0.7182461,1.394089
2.533117,0.009586287,0.01747943,-0.01167873,-0.05174178,-0.05882767,-0.02554083,0.9965991,0.01936541,-0.0181483,0.0194901,0.03292787
2.555253,0.009715188,0.01737407,-0.01141845,-0.05102194,-0.05878159,-0.02556065,0.9966385,0.005798088,-0.005442742,0.01189224,0.01430618
2.572046,0.01029117,0.01678435,-0.01100006,-0.04865928,-0.05847567,-0.02557432,0.9967742,0.02511802,-0.02834917,0.02199272,0.04379806
2.587926,0.01033775,0.01650671,-0.01087119,-0.04763371,-0.05815622,-0.02579351,0.9968368,0.003481864,-0.008940307,0.006776718,0.01174633
2.60649,0.01045267,0.01646697,-0.01075602,-0.04653126,-0.0576594,-0.02609037,0.99691,0.007108502,-0.006376363,0.004018435,0.01036034
2.622677,0.01046405,0.01658235,-0.01043595,-0.04581275,-0.05698576,-0.02625669,0.9969777,0.001786765,0.002196154,0.01675246,0.01699001
2.63782,0.01049831,0.01650989,-0.01045595,-0.04513973,-0.05648915,-0.02625798,0.9970366,0.004436649,-0.01046107,0.00386616,0.01200271
2.6549,0.01054378,0.01658444,-0.01020986,-0.04468022,-0.05601976,-0.02607041,0.9970887,0.003389057,0.006149039,0.01683962,0.0182447
2.671336,0.01058647,0.01633618,-0.01007535,-0.04442021,-0.05555836,-0.02573166,0.9971349,0.003441133,-0.011341,0.004163535,0.01256164
2.687811,0.01049671,0.01625762,-0.009970427,-0.04400933,-0.05529744,-0.02548443,0.997174,-0.004881452,-0.001325458,0.008556097,0.009939427
2.705035,0.01055726,0.01637874,-0.009884506,-0.043837,-0.0549449,-0.02529993,0.9972058,0.004354983,0.005351908,0.00516332,0.008617926
2.721396,0.01057731,0.01639748,-0.009583704,-0.04395163,-0.05467353,-0.02516267,0.9972191,0.001039894,-0.003476874,0.01671919,0.01710852
2.739966,0.01059416,0.01632984,-0.009554781,-0.04376088,-0.05450858,-0.02515474,0.9972367,0.002185531,-5.635306E-05,0.0007928135,0.00232557
2.759565,0.01064867,0.01629061,-0.009430505,-0.04381828,-0.05441357,-0.02527872,0.9972363,0.00330643,-0.0002017119,0.006729614,0.007500725
2.771085,0.01064853,0.01618335,-0.009339087,-0.04371873,-0.05416542,-0.02530594,0.9972535,0.0002015344,-0.007394189,0.005367535,0.009139206
2.789839,0.01052135,0.01618448,-0.009183101,-0.04366067,-0.05402962,-0.02532487,0.9972629,-0.009509047,-0.0004847207,0.01026677,0.01400227
2.806762,0.01052209,0.01609738,-0.00917615,-0.04367755,-0.05392073,-0.02522829,0.9972705,-0.0001883658,-0.004724491,0.004158847,0.006297008
2.823236,0.01048465,0.01614288,-0.008996993,-0.04337964,-0.05391777,-0.02494151,0.9972908,-0.0009831691,0.002015755,0.0090113,0.009286195
2.838464,0.01055354,0.01605611,-0.008987993,-0.04315428,-0.05394606,-0.02477524,0.9973032,0.002288407,-0.000541588,0.00246349,0.003405717
2.854857,0.01056027,0.01597967,-0.008792803,-0.04268498,-0.05373735,-0.02466254,0.9973375,-0.0009837778,-0.005363959,0.01622876,0.01712053
2.874105,0.01063853,0.01592069,-0.008725993,-0.04208003,-0.05354719,-0.02442842,0.9973792,0.006513765,-0.005773829,0.0007366978,0.008735499
2.890005,0.01073649,0.0157976,-0.008753896,-0.04152155,-0.05331843,-0.02449077,0.9974133,0.0007882588,-0.00789991,0.002178538,0.008232616
2.906904,0.01093952,0.01560904,-0.008669913,-0.04048214,-0.05277978,-0.024703,0.9974795,0.009651629,-0.007355385,0.0004812372,0.01214443
2.922198,0.01110897,0.01536554,-0.008479536,-0.0395329,-0.05192926,-0.02516745,0.9975505,0.007791498,-0.009221582,0.007709269,0.01432403
2.93983,0.01118647,0.015623,-0.00830926,-0.03791251,-0.05052764,-0.02619937,0.9976588,0.01059397,-0.003724699,0.0006615409,0.01124914
2.956485,0.01140651,0.01587864,-0.008227453,-0.03718764,-0.04921234,-0.02659694,0.9977414,0.004915447,0.01456939,0.01620305,0.02233758
2.971756,0.01160902,0.01564049,-0.008209467,-0.03707931,-0.04776592,-0.02638609,0.9978213,0.01135522,-0.003841269,-0.001046765,0.01203295
2.989419,0.01172317,0.01533595,-0.008099042,-0.03661501,-0.0461641,-0.02633938,0.9979151,0.006165693,-0.01882282,0.007544107,0.021195
