,Trace,LAT,mae_euc,mae_ang,mae_geo,rmse_euc,rmse_ang,rmse_geo
0,dataset,0.1,0.01224727898438058,17.88864128407467,2.438693651043387,0.014199461715647408,23.209789739517873,11.801045573688887
